ISIC4_국제표준산업분류,ISIC4_분류명,KSIC10_한국표준산업분류,KSIC10_분류명,HS2017_관세통계통합품목분류,HS2017_분류명
,,,,200912,냉동하지 않은 것으로서 브릭스(Brix) 값이 20을 초과하지 않은 것
,,,,200919,기타
1030,"과일, 야채 가공 및 저장 처리업",10309,기타 과실ㆍ채소 가공 및 저장처리업,200921,브릭스(Brix) 값이 20을 초과하지 않은 것
,,,,200929,기타
1030,"과일, 야채 가공 및 저장 처리업",10309,기타 과실ㆍ채소 가공 및 저장처리업,200941,브릭스(Brix) 값이 20을 초과하지 않은 것
,,,,200949,기타
1030,"과일, 야채 가공 및 저장 처리업",10309,기타 과실ㆍ채소 가공 및 저장처리업,200961,브릭스(Brix) 값이 30을 초과하지 않은 것
,,,,200969,기타
1030,"과일, 야채 가공 및 저장 처리업",10309,기타 과실ㆍ채소 가공 및 저장처리업,200971,브릭스(Brix) 값이 20을 초과하지 않은 것
,,,,200979,기타
1030,"과일, 야채 가공 및 저장 처리업",10309,기타 과실ㆍ채소 가공 및 저장처리업,200931,브릭스(Brix) 값이 20을 초과하지 않은 것
,,,,200939,기타
,,,,200981,크랜베리(cranberry)[바치니움 매크로카르폰(Vaccinium macrocarpon)ㆍ바치니움 옥시코코스(Vaccinium oxycoccos)ㆍ바치니움 비티스-이다에아(Vaccinium vitis-idaea)] 주스
1030,"과일, 야채 가공 및 저장 처리업",10309,기타 과실ㆍ채소 가공 및 저장처리업,200820,파인애플
1030,"과일, 야채 가공 및 저장 처리업",10309,기타 과실ㆍ채소 가공 및 저장처리업,200870,복숭아[넥터린(nectarine)을 포함한다]
1030,"과일, 야채 가공 및 저장 처리업",10309,기타 과실ㆍ채소 가공 및 저장처리업,081110,초본류 딸기
,,,,081120,"나무딸기, 검은나무딸기, 오디, 로간베리(loganberry), 흑색ㆍ백색ㆍ적색의 커런트(currant), 구즈베리(gooseberry)"
,,,,081190,기타
1030,"과일, 야채 가공 및 저장 처리업",10309,기타 과실ㆍ채소 가공 및 저장처리업,200791,감귤류의 과실
,,,,200799,기타
1030,"과일, 야채 가공 및 저장 처리업",10302,과실 및 그 외 채소 절임식품 제조업,200811,땅콩
,,10309,기타 과실ㆍ채소 가공 및 저장처리업,200819,기타(혼합물을 포함한다)
1030,"과일, 야채 가공 및 저장 처리업",10302,과실 및 그 외 채소 절임식품 제조업,081210,체리
,,10309,기타 과실ㆍ채소 가공 및 저장처리업,081290,기타
,,,,081400,"감귤류의 껍질과 멜론(수박을 포함한다)의 껍질(신선한 것, 냉동하거나 건조한 것, 염수ㆍ유황수나 그 밖의 저장용액으로 일시적으로 보존하기 위하여 처리한 것으로 한정한다)"
1030,"과일, 야채 가공 및 저장 처리업",10309,기타 과실ㆍ채소 가공 및 저장처리업,121299,기타
,,,,200830,감귤류 과실
,,,,200840,배
,,,,200850,살구
,,,,200860,체리
,,,,200880,초본류 딸기
,,,,200891,팜 하트(palm heart)
,,,,200893,크랜베리(cranberry)[바치니움 매크로카르폰(Vaccinium macrocarpon)ㆍ바치니움 옥시코코스(Vaccinium oxycoccos)ㆍ바치니움 비티스-이다에아(Vaccinium vitis-idaea)]
,,,,200897,혼합물
,,10220/10309,수산식물 가공 및 저장 처리업,200899,기타
1010,"도축, 육류 가공 및 저장 처리업",10401,동물성 유지 제조업,020910,돼지의 것
,,,,020990,기타
1010,"도축, 육류 가공 및 저장 처리업",10401,동물성 유지 제조업,150290,기타
,,,,150500,울그리스(wool grease)와 이것에서 얻은 지방성 물질[라놀린(lanolin)을 포함한다]
,,,,150600,그 밖의 동물성 지방과 기름 및 그 분획물(정제했는지에 상관없으며 화학적으로 변성 가공한 것은 제외한다)
1010,"도축, 육류 가공 및 저장 처리업",10401,동물성 유지 제조업,150110,라드(lard)
,,,,150120,그 밖의 돼지의 지방
1040,동물성 및 식물성 유지 제조업,10401,동물성 유지 제조업,150210,탤로우(tallow)
1040,동물성 및 식물성 유지 제조업,10401,동물성 유지 제조업,150410,어류의 간유(肝油)와 그 분획물
1010,"도축, 육류 가공 및 저장 처리업",10111,육류 도축업(가금류 제외),150190,기타
1040,동물성 및 식물성 유지 제조업,10112,가금류 도축업,150300,"라드스테아린(lard stearin), 라드유(lard oil), 올레오스테아린(oleostearin), 올레오유(oleo-oil), 탤로우유(tallow oil)로서 유화ㆍ혼합 그 밖의 조제를 하지 않은 것"
,,10401,동물성 유지 제조업,150420,어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다]
,,,,150430,바다에서 사는 포유동물의 지방과 기름 및 그 분획물
,,,,150190,기타
,,,,150300,"라드스테아린(lard stearin), 라드유(lard oil), 올레오스테아린(oleostearin), 올레오유(oleo-oil), 탤로우유(tallow oil)로서 유화ㆍ혼합 그 밖의 조제를 하지 않은 것"
,,,,150420,어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다]
1040,동물성 및 식물성 유지 제조업,10403,식용 정제유 및 가공유 제조업,151610,동물성 지방과 기름 및 이들의 분획물
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,150710,조유(粗油)[검(gum)질을 제거했는지에 상관없다]
,,10403,식용 정제유 및 가공유 제조업,150790,기타
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,150810,조유(粗油)
,,10403,식용 정제유 및 가공유 제조업,150810,조유(粗油)
,,,,150890,기타
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,151211,조유(粗油)
,,10403,식용 정제유 및 가공유 제조업,151219,기타
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,151411,조유(粗油)
,,10403,식용 정제유 및 가공유 제조업,151419,기타
,,,,151491,조유(粗油)
,,,,151499,기타
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,151110,조유(粗油)
,,10403,식용 정제유 및 가공유 제조업,151190,기타
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,151311,조유(粗油)
,,10403,식용 정제유 및 가공유 제조업,151319,기타
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,150910,버진(virgin)
,,10403,식용 정제유 및 가공유 제조업,150990,기타
,,,,151000,"그 밖의 올리브유와 그 분획물(올리브에서 얻은 것으로서 정제했는지에 상관없으며 화학적으로 변성 가공한 것은 제외하고, 이들의 기름이나 그 분획물이 제1509호의 기름이나 그 분획물과 혼합된 것을 포함한다)"
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,151221,조유(粗油)[고시폴(gossypol)을 제거했는지에 상관없다]
,,10403,식용 정제유 및 가공유 제조업,151229,기타
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,151521,조유(粗油)
1062,전분 및 전분 제품 제조업,10403,식용 정제유 및 가공유 제조업,151529,기타
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,151550,참기름과 그 분획물
1062,전분 및 전분 제품 제조업,10403,식용 정제유 및 가공유 제조업,151590,기타
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,151590,기타
1062,전분 및 전분 제품 제조업,10403,식용 정제유 및 가공유 제조업,,
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,151321,조유(粗油)
1062,전분 및 전분 제품 제조업,10402,식물성 유지 제조업,151329,기타
,,10403,식용 정제유 및 가공유 제조업,151511,조유(粗油)
,,,,151519,기타
,,,,151521,조유(粗油)
,,,,151529,기타
,,,,151530,피마자유와 그 분획물
,,,,151590,기타
,,,,151321,조유(粗油)
,,,,151329,기타
1040,동물성 및 식물성 유지 제조업,10403,식용 정제유 및 가공유 제조업,151620,식물성 지방과 기름 및 이들의 분획물
1040,동물성 및 식물성 유지 제조업,10403,식용 정제유 및 가공유 제조업,151710,마가린(액상 마가린은 제외한다)
,,,,151790,기타
1040,동물성 및 식물성 유지 제조업,10403,식용 정제유 및 가공유 제조업,140420,면(綿) 린터(linter)
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,230400,대두유를 추출할 때 얻는 오일 케이크와 고체 형태의 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없다]
,,,,230500,땅콩기름을 추출할 때 얻는 오일 케이크와 고체 형태의 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없다]
,,,,230610,목화씨에서 나온 것
,,,,230620,아마씨에서 나온 것
,,,,230630,해바라기씨에서 나온 것
,,,,230641,"저에루크산(low erucic acid) 유채(rape, colza)씨에서 나온 것"
,,,,230649,기타
,,,,230650,야자나 코프라(copra)에서 나온 것
,,,,230660,팜 너트(palm nut)나 핵(核)에서 나온 것
,,,,230690,기타
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,120810,대두로 만든 것
,,,,120890,기타
1040,동물성 및 식물성 유지 제조업,10402,식물성 유지 제조업,152110,식물성 납(蠟)
1040,동물성 및 식물성 유지 제조업,,,152200,"데그라스(degras), 지방성 물질이나 동물성ㆍ식물성 납(蠟)을 처리할 때 생기는 잔유물"
1050,낙농제품 제조업,10501,액상시유 및 기타 낙농 제품 제조업,040110,지방분이 전 중량의 100분의 1 이하인 것
1050,낙농제품 제조업,10501,액상시유 및 기타 낙농 제품 제조업,040120,지방분이 전 중량의 100분의 1 초과 100분의 6 이하인 것
1050,낙농제품 제조업,10501,액상시유 및 기타 낙농 제품 제조업,040140,지방분이 전 중량의 100분의 6 초과 100분의 10 이하인 것
1050,낙농제품 제조업,10501,액상시유 및 기타 낙농 제품 제조업,040410,유장과 변성유장(농축한 것인지 또는 설탕이나 그 밖의 감미료를 첨가한 것인지에 상관없다)
1050,낙농제품 제조업,10501,액상시유 및 기타 낙농 제품 제조업,040221,설탕이나 그 밖의 감미료를 첨가하지 않은 것
,,,,040229,기타
1050,낙농제품 제조업,10501,액상시유 및 기타 낙농 제품 제조업,040210,가루 모양ㆍ알갱이 모양이나 그 밖의 고체 상태인 것으로서 지방분이 전 중량의 100분의 1.5 이하인 것
1050,낙농제품 제조업,10501,액상시유 및 기타 낙농 제품 제조업,040490,기타
1050,낙농제품 제조업,10501,액상시유 및 기타 낙농 제품 제조업,040291,설탕이나 그 밖의 감미료를 첨가하지 않은 것
,,,,040299,기타
1050,낙농제품 제조업,10501,액상시유 및 기타 낙농 제품 제조업,040310,요구르트
,,,,040390,기타
1050,낙농제품 제조업,10501,액상시유 및 기타 낙농 제품 제조업,040510,버터
,,,,040520,데어리 스프레드(dairy spread)
,,,,040590,기타
1050,낙농제품 제조업,10501,액상시유 및 기타 낙농 제품 제조업,040610,신선한(숙성되지 않은 것이나 처리하지 않은 것) 치즈(유장치즈를 포함한다)와 커드(curd)
,,,,040620,갈았거나 가루 모양으로 한 모든 종류의 치즈
,,,,040630,가공치즈(갈았거나 가루 모양의 것은 제외한다)
,,,,040640,블루바인 치즈(blue-veined cheese)와 페니실리움 로우크포티(Penicillium roqueforti)로 생산된 바인(vein)을 함유한 그 밖의 치즈
,,,,040690,그 밖의 치즈
1050,낙농제품 제조업,10501,액상시유 및 기타 낙농 제품 제조업,350110,카세인(casein)
1050,낙농제품 제조업,10502,아이스크림 및 기타 식용 빙과류 제조업,210500,아이스크림과 그 밖의 빙과류(코코아를 함유했는지에 상관없다)
1079,달리 분류되지 않은 기타 식품 제조업,10799,그 외 기타 식료품 제조업,040790,기타
1061,곡물 가공품 제조업,10612,곡물 제분업,110100,밀가루나 메슬린(meslin) 가루
1061,곡물 가공품 제조업,10612,곡물 제분업,110220,옥수수가루
,,,,110290,기타
1061,곡물 가공품 제조업,10612,곡물 제분업,110311,밀로 만든 것
,,,,110313,옥수수로 만든 것
,,,,110319,그 밖의 곡물로 만든 것
,,,,110320,펠릿(pellet)
1061,곡물 가공품 제조업,10619,기타 곡물 가공품 제조업,110412,귀리로 만든 것
,,,,110419,기타 곡물로 만든 것
,,,,110422,귀리로 만든 것
,,,,110423,옥수수로 만든 것
,,,,110429,그 밖의 곡물로 만든 것
,,,,110430,곡물의 씨눈[원래 모양인 것ㆍ압착한 것ㆍ플레이크(flake) 모양인 것ㆍ잘게 부순 것으로 한정한다]
,,,,190410,곡물이나 곡물가공품을 팽창시키거나 볶아서 얻은 조제 식료품
,,,,190420,볶지 않은 곡물 플레이크(flake)의 조제 식료품ㆍ볶지 않은 곡물 플레이크(flake)와 볶은 곡물 플레이크(flake)나 팽창된 곡물의 혼합물로 만든 조제 식료품
,,,,190430,불거 밀(bulgur wheat)
,,,,190490,기타
1061,곡물 가공품 제조업,10611,곡물 도정업,100630,정미(연마ㆍ광택 여부에 상관없다)
,,,,100640,쇄미(broken rice)
1061,곡물 가공품 제조업,10611,곡물 도정업,100620,현미
1061,곡물 가공품 제조업,10611,곡물 도정업,110419,기타 곡물로 만든 것
1061,곡물 가공품 제조업,10611,곡물 도정업,110311,밀로 만든 것
,,33999,그 외 기타 달리 분류 되지 않은 제품 제조업,110313,옥수수로 만든 것
1061,곡물 가공품 제조업,10612,곡물 제분업,110610,건조한 채두류(菜豆類)의 것(제0713호의 것으로 한정한다)
,,,,110620,사고(sago)ㆍ뿌리나 괴경(塊莖)의 것(제0714호의 것으로 한정한다)
,,,,110630,제8류 물품의 것
1061,곡물 가공품 제조업,10613,곡물 혼합 분말 및 반죽 제조업,190120,제1905호의 베이커리제품 제조용 혼합물과 가루반죽
1050,낙농제품 제조업,10620,전분제품 및 당류 제조업,170211,건조 상태에서 측정한 유당(乳糖)[무수유당(無水乳糖)]의 함유량이 전 중량의 100분의 99 이상인 것
1062,전분 및 전분 제품 제조업,,,,
1050,낙농제품 제조업,10620,전분제품 및 당류 제조업,170230,포도당과 포도당시럽(과당을 함유하지 않거나 건조 상태에서 과당의 함유량이 전 중량의 100분의 20 미만인 것으로 한정한다)
1062,전분 및 전분 제품 제조업,,,170240,"포도당과 포도당시럽(건조 상태에서 과당의 함유량이 전 중량의 100분의 20 이상 100분의 50 미만인 것으로 한정한다). 다만, 전화당(轉化糖)은 제외한다."
1050,낙농제품 제조업,10620,전분제품 및 당류 제조업,170250,화학적으로 순수한 과당
1062,전분 및 전분 제품 제조업,,,170260,"그 밖의 과당과 과당시럽(건조 상태에서 과당의 함유량이 전 중량의 100분의 50을 초과하는 것으로 한정한다). 다만, 전화당(轉化糖)은 제외한다."
1050,낙농제품 제조업,10620,전분제품 및 당류 제조업,170290,기타[전화당(轉化糖)과 그 밖의 당류(糖類)와 당시럽 혼합물(건조 상태에서 과당의 함유량이 전 중량의 100분의 50인 것으로 한정한다)을 포함한다]
1062,전분 및 전분 제품 제조업,10620,전분제품 및 당류 제조업,110811,밀로 만든 것
,,,,110812,옥수수로 만든 것
,,,,110813,감자로 만든 것
,,,,110814,매니옥(manioc)[카사바(cassava)]으로 만든 것
,,,,110819,그 밖의 전분
,,,,110820,이눌린(inulin)
,,,,110900,밀의 글루텐(gluten)(건조했는지에 상관없다)
,,,,350510,덱스트린과 그 밖의 변성전분
1062,전분 및 전분 제품 제조업,10620,전분제품 및 당류 제조업,190300,타피오카와 전분으로 조제한 타피오카 대용물[플레이크(flake) 모양ㆍ낟알 모양ㆍ진주 모양ㆍ무거리 모양ㆍ그 밖에 이와 유사한 모양의 것으로 한정한다]
1080,가공 동물사료 제조업,10801,배합사료 제조업,230910,개나 고양이용 사료(소매용으로 한정한다)
,,10802,단미사료 및 기타 사료 제조업,,
1080,가공 동물사료 제조업,10801,배합사료 제조업,230990,기타
1080,가공 동물사료 제조업,10801,배합사료 제조업,121410,루우산(lucerne)(알팔파)의 거친 가루와 펠릿(pellet)
1079,달리 분류되지 않은 기타 식품 제조업,10711,떡류 제조업,190490,곡물 또는 곡물산품을 팽창 또는 볶아서 얻은 조제식료품과 낟알상 또는 플레이크사의 곡물 및 기타 가공한 곡물
1071,빵류 제품 제조업,10712,빵류 제조업,190510,귀리빵
,,,,190520,생강과자(gingerbread)와 그 밖에 이와 유사한 것
,,,,190531,스위트 비스킷
,,,,190532,와플과 웨이퍼
,,,,190540,러스크(rusk)ㆍ토스트 빵과 그 밖에 이와 유사한 토스트 물품
,,,,190590,기타
1072,설탕 제조업,10720,설탕 제조업,170112,사탕무당
,,,,170113,이 류의 소호주 제2호에 규정된 사탕수수당
,,,,170114,그 밖의 사탕수수당
1072,설탕 제조업,10720,설탕 제조업,170191,향미제(香味劑)나 착색제가 첨가된 것
,,,,170199,기타
,,,,170220,단풍당과 단풍당시럽
1072,설탕 제조업,10720,설탕 제조업,170310,사탕수수에서 생긴 당밀(糖蜜)
,,,,170390,기타
1073,코코아 제품 및 과자류 제조업,10713,과자류 및 코코아 제품 제조업,180310,탈지(脫脂)하지 않은 것
,,,,180320,전부나 일부를 탈지(脫脂)한 것
,,,,180400,"코코아 버터, 지방과 기름"
,,,,180500,코코아 가루(설탕 그 밖의 감미료를 첨가한 것은 제외한다)
,,,,180610,코코아 가루(설탕 그 밖의 감미료를 첨가한 것으로 한정한다)
1073,코코아 제품 및 과자류 제조업,10713,과자류 및 코코아 제품 제조업,180620,그 밖의 조제 식료품[무게가 2킬로그램을 초과하는 것으로서 블록 모양ㆍ슬래브 모양ㆍ막대(bar) 모양인 것과 용기에 들어 있거나 내용물에 직접 접하여 포장된 것으로서 내용물의 무게가 2킬로그램을 초과하는 액체ㆍ페이스트(paste)ㆍ가루ㆍ알갱이나 그 밖의 벌크 상태인 것으로 한정한다]
,,,,180631,다른 것으로 속을 채운 것
,,,,180632,속을 채우지 않은 것
,,,,180690,기타
1073,코코아 제품 및 과자류 제조업,10713,과자류 및 코코아 제품 제조업,170410,추잉껌(당을 도포하였는지에 상관없다)
1073,코코아 제품 및 과자류 제조업,10713,과자류 및 코코아 제품 제조업,170490,기타
,,,,200600,"설탕으로 보존처리한 채소ㆍ과실ㆍ견과류ㆍ과피와 식물의 그 밖의 부분[드레인한(drained) 것, 설탕을 입히거나 설탕에 절인 것]"
1074,"면류, 마카로니 및 유사식품 제조업",10730,"면류, 마카로니 및 유사 식품 제조업",190219,기타
1074,"면류, 마카로니 및 유사식품 제조업",10730,"면류, 마카로니 및 유사 식품 제조업",190211,새의 알을 넣은 것
,,,,190219,기타
1079,달리 분류되지 않은 기타 식품 제조업,10791,커피 가공업,090112,카페인을 제거한 것
,,,,090121,카페인을 제거하지 않은 것
,,,,090122,카페인을 제거한 것
,,,,090190,기타
,,,,210111,추출물(extract)ㆍ에센스(essence)ㆍ농축물
,,,,210112,추출물(extract)ㆍ에센스(essence)ㆍ농축물을 기본 재료로 하거나 커피를 기본 재료로 한 조제품
,,,,210130,볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물
1079,달리 분류되지 않은 기타 식품 제조업,10792,차류 가공업,090210,녹차(발효하지 않은 것으로서 내용물의 무게가 3킬로그램 이하로 내용물에 직접 접하여 포장된 것으로 한정한다)
,,,,090230,홍차(발효차)와 부분 발효차(내용물의 무게가 3킬로그램 이하로 내용물에 직접 접하여 포장된 것으로 한정한다)
1079,달리 분류되지 않은 기타 식품 제조업,10792,차류 가공업,210120,"차나 마테(maté)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물, 이들을 기본 재료로 한 조제품, 차나 마테(maté)를 기본 재료로 한 조제품"
1079,달리 분류되지 않은 기타 식품 제조업,10742,천연 및 혼합 조제 조미료 제조업,090412,부수거나 잘게 부순 것
1079,달리 분류되지 않은 기타 식품 제조업,10742,천연 및 혼합 조제 조미료 제조업,090422,부수거나 잘게 부순 것
1079,달리 분류되지 않은 기타 식품 제조업,10742,천연 및 혼합 조제 조미료 제조업,090520,부수거나 잘게 부순 것
,,,,090620,부수거나 잘게 부순 것
,,,,090720,부수거나 잘게 부순 것
,,,,090812,부수거나 잘게 부순 것
,,,,090822,부수거나 잘게 부순 것
,,,,090832,부수거나 잘게 부순 것
,,,,090922,부수거나 잘게 부순 것
,,,,090932,부수거나 잘게 부순 것
,,,,090962,부수거나 잘게 부순 것
,,,,091012,부수거나 잘게 부순 것
,,,,091020,사프란(saffron)
1079,달리 분류되지 않은 기타 식품 제조업,10742,천연 및 혼합 조제 조미료 제조업,,
1079,달리 분류되지 않은 기타 식품 제조업,10742,천연 및 혼합 조제 조미료 제조업,210320,토마토 케첩과 그 밖의 토마토로 만든 소스
1079,달리 분류되지 않은 기타 식품 제조업,10742,천연 및 혼합 조제 조미료 제조업,210390,기타
1079,달리 분류되지 않은 기타 식품 제조업,10741,"식초, 발효 및 화학 조미료 제조업",210390,기타
,,,,210330,겨자의 고운 가루ㆍ거친 가루와 조제한 겨자
,,,,210390,기타
1079,달리 분류되지 않은 기타 식품 제조업,10743,장류 제조업,210310,간장
1079,달리 분류되지 않은 기타 식품 제조업,10743,장류 제조업,210690,기타
1079,달리 분류되지 않은 기타 식품 제조업,01140,기타 작물 재배업,121120,인삼
1079,달리 분류되지 않은 기타 식품 제조업,10795,인삼식품 제조업,210690,기타
1079,달리 분류되지 않은 기타 식품 제조업,10793,수프 및 균질화 식품 제조업,160210,균질화한 조제품
,,,,190110,영유아ㆍ어린이용 조제 식료품(소매용으로 한정한다)
,,,,200510,균질화한 채소
,,,,200710,균질화한 조제품
,,,,210410,수프ㆍ브로드(broth)와 수프ㆍ브로드(broth)용 조제품
,,,,210420,균질화한 혼합 조제 식료품
1079,달리 분류되지 않은 기타 식품 제조업,10799,그 외 기타 식료품 제조업,040811,건조한 것
,,,,040819,기타
,,,,040891,건조한 것
,,,,040899,기타
,,,,350211,건조한 것
,,,,350219,기타
1079,달리 분류되지 않은 기타 식품 제조업,10741,"식초, 발효 및 화학 조미료 제조업",220900,식초와 초산으로 만든 식초 대용물
1079,달리 분류되지 않은 기타 식품 제조업,10741,"식초, 발효 및 화학 조미료 제조업",210690,기타
1079,달리 분류되지 않은 기타 식품 제조업,10749,기타 식품 첨가물 제조업,210210,활성 효모
,,,,210220,불활성 효모와 그 밖의 죽은 단세포 미생물
,,,,210230,조제한 베이킹 파우더
1079,달리 분류되지 않은 기타 식품 제조업,10796,건강 보조용 액화식품 제조업,210690,기타
,,10797,건강 기능식품 제조업,,
1075,가공식품 및 요리 제조업,10751,도시락류 제조업,190490,기타
1075,가공식품 및 요리 제조업,10759,기타 식사용 가공처리 조리식품 제조업,190490,기타
1079,달리 분류되지 않은 기타 식품 제조업,10799,그 외 기타 식료품 제조업,130212,감초로 만든 것
,,,,130213,홉(hop)으로 만든 것
,,,,130214,마황(麻黃)으로 만든 것
,,,,130219,기타
,,,,130220,펙틴질ㆍ펙티닝산염(pectinate)과 펙틴산염(pectate)
,,,,130231,한천
,,,,130232,로커스트콩(locust bean)ㆍ로커스트콩(locust bean)의 씨나 구아(guar)의 씨로부터 얻은 점질물과 시커너(thickener)(변성 가공했는지에 상관없다)
,,,,130239,기타
,,10711,떡류 제조업,190190,기타
,,,,210610,단백질 농축물과 텍스처화한(textured) 단백질계 물질
,,,,210690,기타
1101,"주정 증류, 정류, 혼합",11121,주정 제조업,220890,기타
1101,"주정 증류, 정류, 혼합",11122,소주 제조업,220890,기타
1101,"주정 증류, 정류, 혼합",11129,기타 증류주 및 합성주 제조업,220830,위스키류
1101,"주정 증류, 정류, 혼합",11129,기타 증류주 및 합성주 제조업,220710,변성하지 않은 에틸알코올(알코올의 용량이 전 용량의 100분의 80 이상인 것으로 한정한다)
2011,기초 화학물질 제조업,,,220820,포도주나 포도즙을 짜낸 찌꺼기에서 얻은 증류주
,,,,220830,위스키류
,,,,220840,럼(rum)과 발효된 사탕수수제품을 증류하여 얻은 그 밖의 증류주
,,,,220850,진(gin)과 제네바(geneva)
,,,,220860,보드카
,,,,220870,리큐르(liqueur)류와 코디얼(cordial)
,,,,220890,기타
1102,포도주 제조업,11111,탁주 및 약주 제조업,220600,"그 밖의 발효주[예: 사과술ㆍ배술ㆍ미드(mead)ㆍ사케(saké)], 따로 분류되지 않은 발효주의 혼합물, 발효주와 알코올을 함유하지 않은 음료와의 혼합물"
1102,포도주 제조업,11119,기타 발효주 제조업,220600,"그 밖의 발효주[예: 사과술ㆍ배술ㆍ미드(mead)ㆍ사케(saké)], 따로 분류되지 않은 발효주의 혼합물, 발효주와 알코올을 함유하지 않은 음료와의 혼합물"
1102,포도주 제조업,11119,기타 발효주 제조업,220410,발포성(發泡性) 포도주
,,,,220421,2리터 이하의 용기에 넣은 것
,,,,220422,2리터 초과 10리터 이하의 용기에 넣은 것
,,,,220429,기타
,,,,220430,그 밖의 포도즙
,,,,220510,2리터 이하의 용기에 넣은 것
,,,,220590,기타
1103,맥주 및 맥아 제조업,11112,맥아 및 맥주 제조업,110710,볶지 않은 것
,,,,110720,볶은 것
,,,,220300,맥주
1104,청량음료 제조업; 광천수 및 기타 병입수 생산,11202,생수 생산업,220110,광천수와 탄산수
1050,낙농제품 제조업,11201,얼음 제조업,210500,아이스크림과 그 밖의 빙과류(코코아를 함유했는지에 상관없다)
3530,"증기, 공기조절 공급업",,,220190,기타
1104,청량음료 제조업; 광천수 및 기타 병입수 생산,11209,기타 비알코올 음료 제조업,220210,설탕이나 그 밖의 감미료 또는 맛이나 향을 첨가한 물(광천수와 탄산수를 포함한다)
,,,,220299,기타
,,,,220291,알코올을 함유하지 않은 맥주
1104,청량음료 제조업; 광천수 및 기타 병입수 생산,11209,기타 비알코올 음료 제조업,220299,기타
1200,담배 제품 제조업,12000,담배제품 제조업,240120,잎담배[주맥(主脈)을 일부나 전부 제거한 것으로 한정한다]
1200,담배 제품 제조업,12000,담배제품 제조업,240210,시가(cigar)ㆍ셔루트(cheroot)ㆍ시가릴로(cigarillo)(담배를 함유한 것으로 한정한다)
,,,,240220,궐련(담배를 함유한 것으로 한정한다)
,,,,240290,기타
1200,담배 제품 제조업,12000,담배제품 제조업,240311,이 류의 소호주 제1호에 규정된 워터파이프(water pipe) 담배
,,,,240319,기타
1311,섬유 가공 및 방적업,13109,기타 방적업,500200,생사(꼰 것은 제외한다)
1311,섬유 가공 및 방적업,13102,모방적업,510121,깎은 양모
,,,,510129,기타
,,,,510130,탄화처리한 것
1311,섬유 가공 및 방적업,13102,모방적업,510310,양모나 동물의 부드러운 털의 노일(noil)
1311,섬유 가공 및 방적업,13102,모방적업,510510,카드(card)한 양모
,,,,510521,코움(comb)한 양모(단편 모양으로 한정한다)
,,,,510529,기타
,,,,510531,캐시미어 산양의 것
,,,,510539,기타
,,,,510540,동물의 거친 털[카드(card)하거나 코움(comb)한 것으로 한정한다]
1311,섬유 가공 및 방적업,13101,면방적업,520300,면[카드(card)하거나 코움(comb)한 것으로 한정한다]
1311,섬유 가공 및 방적업,13109,기타 방적업,530390,기타
1311,섬유 가공 및 방적업,13109,기타 방적업,530121,줄기를 으깨거나(broken) 두드린(scutched) 것
,,,,530129,기타
,,,,530130,아마의 토우(tow)와 웨이스트(waste)
,,,,530290,기타
1311,섬유 가공 및 방적업,13103,화학섬유 방적업,550610,나일론이나 그 밖의 폴리아미드의 것
,,,,550620,폴리에스테르의 것
,,,,550630,아크릴이나 모다크릴(modacrylic)의 것
,,,,550640,폴리프로필렌의 것
,,,,550690,기타
1311,섬유 가공 및 방적업,13103,화학섬유 방적업,550700,재생ㆍ반(半)합성 스테이플섬유[카드(card)ㆍ코움(comb)이나 그 밖의 방적준비 처리를 한 것으로 한정한다]
1311,섬유 가공 및 방적업,13109,기타 방적업,500400,견사[견 웨이스트(waste)로 만든 견방사와 소매용은 제외한다]
,,,,500500,"견방사[견 웨이스트(waste)인 것으로 한정하며, 소매용은 제외한다]"
,,,,500600,"견사ㆍ견방사(소매용으로 한정한다), 누에의 거트(gut)"
1311,섬유 가공 및 방적업,13102,모방적업,510610,양모의 함유량이 전 중량의 100분의 85 이상인 것
,,,,510610,양모의 함유량이 전 중량의 100분의 85 이상인 것
,,,,510620,양모의 함유량이 전 중량의 100분의 85 미만인 것
